bytes	human_size	path
30502934    30MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/hadoop-client-runtime-3.4.2.jar
29598545    29MiB ./backend/ml_models/datasets/raw/npm_packages/malicious/@ensdomains__ens-contracts/src/package/artifacts/build-info/solc-0_8_26-f05bdccb11f2cf6df865fc6a27a95b5ace6017ea.output.json
29439312    29MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/anki/src/anki/_rsbridge.so
29022302    28MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/arches/arches-8.1.0-py3-none-any.whl
28954728    28MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/aws-sam-cli/src/samcli/local/rapid/aws-durable-execution-emulator-arm64
28756288    28MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/aws-sam-cli/src/samcli/local/rapid/aws-durable-execution-emulator-x86_64
28578704    28MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/nvidia-cuda-cupti-cu12/src/nvidia/cuda_cupti/lib/libnvperf_host.so
27695808    27MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/ruff/src/ruff-0.15.6.data/scripts/ruff
27202710    26MiB ./.venv_local/lib/python3.14/site-packages/cuda/bindings/runtime.cpp
26597468    26MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/askbot/askbot-0.12.8-py3-none-any.whl
26524768    26MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/mysql-connector-python/src/_mysql_connector.cpython-314-x86_64-linux-gnu.so
26444648    26MiB ./.venv_local/lib/python3.14/site-packages/pyarrow/libarrow_flight.so.2300
26444648    26MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyarrow/src/pyarrow/libarrow_flight.so.2300
25983902    25MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/connect-repl/spark-connect-client-jvm_2.13-4.1.1.jar
25825936    25MiB ./.venv_local/lib/python3.14/site-packages/triton/backends/nvidia/lib/cupti/libnvperf_host.so
25825936    25MiB ./.venv_local/lib/python3.14/site-packages/nvidia/cuda_cupti/lib/libnvperf_host.so
25825936    25MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/triton/src/triton/backends/nvidia/lib/cupti/libnvperf_host.so
25799408    25MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/Weblate/weblate-5.16.2-py3-none-any.whl
25580983    25MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/OpenEXR/openexr-3.4.7.tar.gz
25368113    25MiB ./.venv_local/lib/python3.14/site-packages/numpy.libs/libscipy_openblas64_-ff84a88b.so
25368113    25MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/numpy/src/numpy.libs/libscipy_openblas64_-ff84a88b.so
24805561    24MiB ./.venv_local/lib/python3.14/site-packages/scipy.libs/libscipy_openblas-6cdc3b4a.so
24805561    24MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/scipy/src/scipy.libs/libscipy_openblas-6cdc3b4a.so
23747304    23MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/curl-cffi/src/curl_cffi/_wrapper.abi3.so
23554550    23MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/uv/uv-0.10.11-py3-none-manylinux_2_17_x86_64.manylinux2014_x86_64.whl
23094328    23MiB ./.venv_local/lib/python3.14/site-packages/nvidia/cudnn/lib/libcudnn_engines_runtime_compiled.so.9
22061561    22MiB ./backend/ml_models/saved_models/isolation_real_sweep/run_C/model.joblib
22061561    22MiB ./backend/ml_models/saved_models/isolation_forest_best_realistic/model.joblib
21351583    21MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/duckdb/duckdb-1.5.0-cp314-cp314-manylinux_2_26_x86_64.manylinux_2_28_x86_64.whl
21312218    21MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/cvxopt/cvxopt-1.3.3-cp314-cp314-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl
21249497    21MiB ./backend/ml_models/saved_models/isolation_sweep/run_E/model.joblib
20043513    20MiB ./backend/ml_models/datasets/raw/pypi_packages/malicious/diplib/src/diplib/libDIP.so
19665963    19MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/pyspark/src/pyspark-4.1.1/deps/jars/hadoop-client-api-3.4.2.jar
19463720    19MiB ./.venv_local/lib/python3.14/site-packages/triton/_C/libproton.so
19463720    19MiB ./backend/ml_models/datasets/raw/pypi_packages/benign/triton/src/triton/_C/libproton.so
